user_id,latitude,longitude,timestamp
0,-23.802362,50.442383,3/1/2024 19:14
0,-11.779521,-163.079812,3/1/2024 9:08
0,3.0364,-149.832041,3/1/2024 12:53
0,-11.184999,30.738108,3/1/2024 13:56
0,-73.932573,-14.166937,3/1/2024 12:48
0,76.678436,177.792912,3/1/2024 17:25
0,9.164561,-90.039688,3/1/2024 16:28
0,-30.734809,-167.802237,3/2/2024 13:17
0,-53.23425,178.253629,3/2/2024 19:09
0,19.694318,-107.58261,3/2/2024 16:25
0,-56.846121,127.077195,3/2/2024 14:52
0,82.55582,-148.163108,3/3/2024 11:01
0,70.114517,-63.829573,3/3/2024 15:39
0,-66.820629,-155.210098,3/3/2024 19:00
0,-21.619229,-112.697216,3/3/2024 20:49
0,-66.039039,60.095407,3/3/2024 22:28
0,-84.018688,173.882813,3/3/2024 17:25
0,-34.261414,67.535106,3/3/2024 13:57
0,-68.545222,123.38843,3/3/2024 21:25
0,-87.297574,165.650184,3/4/2024 18:02
0,8.846731,-22.982445,3/4/2024 15:16
0,-48.991504,147.664464,3/4/2024 13:17
0,-16.831374,62.242337,3/5/2024 17:56
0,27.054388,122.031883,3/5/2024 12:15
0,-19.922553,-33.191922,3/5/2024 8:01
0,45.063085,62.142041,3/5/2024 13:43
0,-57.632544,-172.248016,3/6/2024 18:31
0,-61.283257,1.347543,3/6/2024 20:14
0,89.699366,-165.861219,3/6/2024 8:26
0,17.036346,-164.792757,3/6/2024 16:01
0,-82.102007,-127.510973,3/7/2024 16:46
0,4.905249,-176.816217,3/7/2024 10:18
0,70.682905,19.61219,3/7/2024 9:40
0,-76.183586,-24.911192,3/7/2024 13:37
0,-61.200313,112.795338,3/7/2024 15:50
0,9.074323,10.114467,3/8/2024 13:12
0,85.100831,87.593765,3/8/2024 14:24
0,-21.864781,153.161803,3/8/2024 21:27
0,77.78955,-36.277962,3/8/2024 10:39
0,-52.607356,177.352099,3/8/2024 21:13
0,-5.067609,-93.577815,3/8/2024 22:28
0,53.102663,-75.371291,3/8/2024 19:54
0,84.772084,-96.405216,3/8/2024 16:01
0,4.46651,126.845026,3/8/2024 17:43
0,-8.827488,-78.308127,3/8/2024 16:49
0,10.441005,-47.799803,3/9/2024 22:34
0,81.045823,46.324274,3/9/2024 11:06
0,-81.541872,-84.059091,3/9/2024 7:22
0,49.706199,66.974305,3/9/2024 20:53
0,54.199162,53.509278,3/9/2024 14:47
0,3.786607,118.789516,3/10/2024 7:58
0,6.425315,97.754097,3/10/2024 20:23
0,52.316462,158.262577,3/10/2024 13:42
0,36.567879,32.378274,3/10/2024 17:49
0,51.029509,164.472609,3/11/2024 14:11
0,-3.765269,32.393048,3/11/2024 13:38
0,86.462254,90.081035,3/11/2024 16:18
0,42.588432,127.987578,3/11/2024 15:40
0,-54.526485,90.387017,3/11/2024 22:41
0,88.413937,149.378504,3/11/2024 17:13
0,77.369403,-32.04235,3/11/2024 14:28
0,52.217598,46.980023,3/11/2024 18:31
0,0.50351,-87.234952,3/11/2024 20:41
0,-44.932956,103.390371,3/12/2024 11:23
0,2.640427,159.966611,3/12/2024 9:18
0,8.3476,21.035429,3/12/2024 14:20
0,12.926316,-145.18253,3/12/2024 22:36
0,-53.560407,98.909412,3/12/2024 7:22
0,3.82663,-7.017538,3/12/2024 22:25
0,55.361952,82.57799,3/12/2024 18:04
0,-31.985734,-0.673921,3/13/2024 14:06
0,29.143643,144.131673,3/13/2024 20:48
0,-33.803966,158.637881,3/13/2024 9:01
0,-31.157976,-31.90527,3/13/2024 10:26
0,72.783572,123.796545,3/13/2024 19:13
0,77.740858,-168.524037,3/13/2024 16:58
0,45.636882,65.972272,3/13/2024 21:34
0,42.60417,-58.679288,3/13/2024 13:21
0,-3.500643,-41.922998,3/13/2024 18:29
0,-50.594552,-127.725528,3/14/2024 9:07
0,24.908106,78.092894,3/14/2024 14:20
0,11.109859,-150.46637,3/14/2024 14:30
0,8.066625,-54.690137,3/15/2024 19:32
0,-53.379857,-122.876111,3/15/2024 19:09
0,52.125248,150.404752,3/15/2024 7:32
0,-64.11623,-100.992592,3/15/2024 9:01
0,85.420739,-108.960851,3/16/2024 22:01
0,-40.241931,74.917654,3/16/2024 13:09
0,76.315787,103.190321,3/16/2024 11:08
0,76.144638,165.621722,3/17/2024 9:06
0,-13.317542,-56.183962,3/17/2024 18:58
0,44.015025,122.199079,3/17/2024 20:04
0,0.635618,-154.616941,3/17/2024 14:42
0,73.286962,-20.971274,3/17/2024 20:53
0,-68.543418,-107.07844,3/17/2024 16:39
0,84.822006,8.499961,3/17/2024 18:09
0,27.124626,144.953421,3/17/2024 22:48
